"Croft Street, Crook DL15 8QF",C001,416375,535394
"Hopper House, Durham",C002,426896,542602
"Hopper House, Durham",C003,426883,542612
"Hopper House, Durham",C004,426910,542591
"Greencroft, Stanley",C005,416642,550669
"Greencroft, Stanley",C006,416643,550653
"Greencroft, Stanley",C007,416648,550670
"Greencroft, Stanley",C008,416626,550652
"Greencroft, Stanley",C009,416661,550654
"Green Lane, Spennymoor - Main Reception",C010,427167,534160
"Green Lane, Spennymoor - Main Reception",C011,427172,534162
"Green Lane, Spennymoor - Main Entrance",C012,427177,534161
"Green Lane, Spennymoor - Main Entrance",C013,427172,534157
"Green Lane, Spennymoor - Main Entrance",C014,427163,534154
"Green Lane, Spennymoor - Main Reception",C015,427169,534153
"Green Lane, Spennymoor - Main Entrance",C016,427158,534153
"Green Lane, Spennymoor - Main Entrance Interview Rooms x4",C017,427152,534150
"Green Lane, Spennymoor - Civic Entrance",C018,427157,534147
"Green Lane, Spennymoor - External",C019,427301,534122
"Green Lane, Spennymoor - External",C020,427199,534105
"Green Lane, Spennymoor - External",C021,427202,534176
"Front Street, Chester le Street",C022,427482,551179
"Front Street, Chester le Street",C023,427479,551176
"Front Street, Chester le Street",C024,427513,551180
"Front Street, Chester le Street",C025,427484,551175
"Front Street, Chester le Street",C026,427506,551175
"Front Street, Chester le Street",C027,427478,551181
Fostering & Adoption Littleburn Ind Est Langley Moor,C028,425151,540134
"Clevesferye House, Ferryhill",C029,429648,532354
"Clevesferye House, Ferryhill",C030,429655,532326
"Clevesferye House, Ferryhill",C031,429648,532330
"Clevesferye House, Ferryhill",C032,429650,532318
"Clevesferye House, Ferryhill",C033,429644,532351
"Clevesferye House, Ferryhill",C034,429655,532343
"Essington House, Peterlee",C035,442239,542009
"Essington House, Peterlee",C036,442250,542011
"Essington House, Peterlee",C037,442246,542004
"Essington House, Peterlee",C038,442241,542004
"The Workplace, Newton Aycliffe",C039,427529,522421
"The Workplace, Newton Aycliffe",C040,427507,522426
"The Workplace, Newton Aycliffe",C041,427551,522384
"Education Development Centre, Spennymoor",C042,427313,534752
"Education Development Centre, Spennymoor",C043,427309,534749
"Education Development Centre, Spennymoor",C044,427289,534735
"Education Development Centre, Spennymoor",C045,427311,534733
"Education Development Centre, Spennymoor",C046,427326,534736
"Education Development Centre, Spennymoor",C047,427300,534722
"Education Development Centre, Spennymoor",C048,427335,534751
"Education Development Centre, Spennymoor",C049,427281,534755
"Education Development Centre, Spennymoor",C050,427291,534767
"Education Development Centre, Spennymoor",C051,427328,534810
"Education Development Centre, Spennymoor",C052,427318,534754
Benfieldside Childrens Centre,C053,409501,551972
Benfieldside Childrens Centre,C054,409494,551972
Benfieldside Childrens Centre,C055,409505,551971
Benfieldside Childrens Centre,C056,409489,551970
Benfieldside Childrens Centre,C057,409516,551977
Seaham Childrens Centre,C058,441350,548908
Seaham Childrens Centre,C059,441344,548911
Seaham Childrens Centre,C060,441342,548917
Seaham Childrens Centre,C061,441341,548921
Seaham Childrens Centre,C062,441354,548929
Seaham Childrens Centre,C063,441360,548930
Seaham Childrens Centre,C064,441369,548924
Seaham Childrens Centre,C065,441367,548930
Murton Childrens Centre,C066,439329,547355
Murton Childrens Centre,C067,439324,547356
Dean Bank Childrens Centre,C068,428206,532585
Chester le Street One Point Hub,C069,427678,551362
Chester le Street One Point Hub,C070,427679,551358
Chester le Street One Point Hub,C071,427684,551352
Chester le Street One Point Hub,C072,427691,551363
Chester le Street One Point Hub,C073,427686,551344
Coundon Childrens Centre,C074,424094,529619
Coundon Childrens Centre,C075,424081,529631
Coundon Childrens Centre,C076,424103,529635
Coundon Childrens Centre,C077,424087,529606
Coundon Childrens Centre,C078,424075,529619
Coundon Childrens Centre,C079,424081,529607
Coundon Childrens Centre,C081,424077,529608
Coundon Childrens Centre,C082,424096,529638
Coundon Childrens Centre,C083,424088,529639
Councon Childrens Centre,C084,424074,529630
Councon Childrens Centre,C085,424090,529632
Councon Childrens Centre,C086,424090,529632
Coundon Childrens Centre,C089,424098,529628
Councon Childrens Centre,C090,424088,529620
Woodhouse Close Childrens Centre,C091,420301,528052
Woodhouse Close Childrens Centre,C092,420288,528071
Woodhouse Close Childrens Centre,C093,420288,528044
Woodhouse Close Childrens Centre,C094,420278,528070
Woodhouse Close Childrens Centre,C095,420299,528064
Woodhouse Close Childrens Centre,C096,420276,528044
Woodhouse Close Childrens Centre,C097,420298,528041
Woodhouse Close Childrens Centre,C098,420276,528054
Woodhouse Close Childrens Centre,C099,420302,528059
Willington Children's Centre,C100,419743,535002
Willington Children's Centre,C101,419744,535020
Willington Children's Centre,C102,419748,535016
Willington Children's Centre,C103,419727,535014
Willington Children's Centre,C104,419740,534996
Willington Children's Centre,C105,419739,535023
Willington Children's Centre,C106,419731,534996
Willington Children's Centre,C107,419746,535010
Willington Children's Centre,C108,419734,535013
Willington Children's Centre,C109,419717,535006
Shildon Childrens Centre,C110,422753,525913
Laurel Avenue Childrens Centre,C111,429016,542439
Sacriston Childrens Centre,C112,424346,546579
Sacriston Childrens Centre,C113,424340,546589
Kelloe Childrens Centre,C114,434128,536427
Kelloe Childrens Centre,C115,434152,536430
Kelloe Childrens Centre,C116,434140,536425
Kelloe Childrens Centre,C117,434152,536424
Sherburn Hill Childrens Centre,C118,433681,542125
Sherburn Hill Childrens Centre,C119,433647,542140
Sherburn Hill Childrens Centre,C120,433660,542145
Sherburn Hill Childrens Centre,C121,433646,542150
Brandon Childrens Centre,C122,424008,539648
Ushaw Moor Childrens Centre,C123,423237,542556
Ushaw Moor Childrens Centre,C124,423228,542538
Haswell Childrens Centre,C125,437352,543140
Howletch Childrens Centre,C126,441667,540610
Shotton Childrens Centre,C127,439345,541244
Shotton Childrens Centre,C128,439379,541243
Seascape Childrens Centre,C129,443438,541297
Horden Childrens Centre,C130,444503,541045
Horden Childrens Centre,C131,444518,541077
Horden Childrens Centre,C132,444498,541046
Horden Childrens Centre,C133,444511,541037
Horden Childrens Centre,C134,444510,541066
Denehouse Childrens Centre,C135,443927,540473
Blackhall Childrens Centre,C136,445589,539493
Blackhall Childrens Centre,C137,445619,539509
Blackhall Childrens Centre,C138,445565,539534
"Hill Rigg House, Peterlee",C139,442239,541948
Wheatley Hill Childrens Centre,C140,437243,538669
Wheatley Hill Childrens Centre,C141,437253,538643
Wheatley Hill Childrens Centre,C142,437254,538664
Wheatley Hill Childrens Centre,C143,437280,538644
Wheatley Hill Childrens Centre,C144,437268,538647
Wheatley Hill Childrens Centre,C145,437258,538668
Wheatley Hill Childrens Centre,C146,437252,538659
Wheatley Hill Childrens Centre,C147,437262,538658
Wheatley Hill Childrens Centre,C148,437258,538661
Wheatley Hill Childrens Centre,C149,437253,538653
Wheatley Hill Childrens Centre,C150,437263,538639
Wheatley Hill Childrens Centre,C151,437258,538641
Wheatley Hill Childrens Centre,C152,437263,538651
Wheatley Hill Childrens Centre,C153,437255,538649
Wheatley Hill Childrens Centre,C158,439995,537735
Stanley One Point Hub,C159,419210,552697
Stanley One Point Hub,C160,419219,552690
Stanley One Point Hub,C161,419208,552688
Stanley One Point Hub,C162,419186,552722
Stanley Childrens Centre,C163,419514,552904
Spectrum 8 - No. 1 entrance lobby,N001,443438,548150
Spectrum 8 - No. 2 reception area,N002,443450,548151
Spectrum 8 - No. 3 first floor landing,N003,443442,548155
Spectrum 8 - No. 4 external viewing main entrance,N004,443447,548155
Spectrum 8 - No. 5 external to gable of West wing covering AC compound,N005,443411,548136
Spectrum 8 - No. 6 external to gable covering West wing fire doors,N006,443404,548148
Spectrum 8 - No. 7 external to gable of East wing covering AC compound,N007,443464,548124
Spectrum 8 - No. 8 external to gable covering East wing fire doors,N008,443477,548133
County Hall No. 1 - helpdesk internal,N009,426784,543472
County Hall No. 2 - Staff entrance Internal,N010,426775,543516
County Hall No. 3 - Rear staff exit,N011,426809,543575
County Hall No. 4 - loading bay external (1),N012,426816,543588
County Hall No. 5 - loading bay external (2),N013,426815,543593
County Hall No. 6 - lower pond parking,N014,426863,543527
County Hall No. 7 - lower pond area,N015,426857,543495
County Hall No. 8 - Durham room function entrance,N016,426825,543480
County Hall No. 9 - Durham room external,N017,426792,543469
County Hall No. 10 - helpdesk external,N018,426782,543462
County Hall No. 11 - staff entrance external,N019,426768,543514
County Hall No. 12 - underground car park external,N020,426863,543538
Seaham Contact Centre No 1 North East corner,N021,442785,549264
Seaham Contact Centre No 2 reception access,N022,442793,549241
Seaham Contact Centre No 3 East Durham Homes external,N023,442793,549237
Seaham Contact Centre No 4 library fire exits,N024,442795,549255
Seaham Contact Centre No 5 library East door,N025,442794,549253
Seaham Contact Centre No 6 Customer Access Points fire exits,N026,442780,549262
Seaham Contact Centre No 7 East side footpaths,N027,442791,549226
Seaham Contact Centre No 8 staff entrance,N028,442792,549246
Seaham Contact Centre No 9 North East corner,N029,442792,549258
Seaham Contact Centre No 10 North West corner,N030,442788,549225
Seaham Contact Centre No 11 South West corner,N031,442773,549256
Seaham Contact Centre No 12 South East corner,N032,442775,549260
Seaham Contact Centre No 13 North corner,N033,442784,549226
Seaham Contact Centre No 14 staff entrance internal,N034,442790,549244
Seaham Contact Centre No 15 lower ground interview room lobby,N035,442790,549241
Seaham Contact Centre No 16 rear reception desk,N036,442779,549261
Seaham Contact Centre No 17 front reception desk,N037,442790,549238
Seaham Contact Centre No 18 Atrium East internal door,N038,442789,549259
Seaham Contact Centre No 19 Atrium,N039,442772,549252
Seaham Contact Centre No 20 Customer Access Point desk,N040,442787,549242
Seaham Contact Centre No 21 upper ground landing,N041,442785,549238
Seaham Contact Centre No 22 upper ground access bridge,N042,442787,549247
Seaham Contact Centre No 23 first floor landing,N043,442788,549239
Seaham Contact Centre No 24 second floor landing,N044,442785,549244
Seaham Contact Centre No 25 lIbrary main Reception,N045,442773,549226
Seaham Contact Centre No 26 library entrance door,N046,442775,549225
Seaham Contact Centre No 27 library childrens play area,N047,442770,549228
Seaham Contact Centre No 28 library PC area,N048,442773,549230
Seaham Contact Centre No 29 main library area,N049,442776,549229
Seaham Contact Centre No 30 library East entrance,N050,442779,549225
Seaham Contact Centre No 31 lower ground interview room 1,N051,442793,549233
Seaham Contact Centre No 32 lower ground interview room 3,N052,442793,549230
Seaham Contact Centre No 33 NOT IN USE,N053,442790,549230
Seaham Contact Centre No 34 lower ground interview room 4,N054,442786,549232
Seaham Contact Centre No 35 reception rear office,N055,442769,549250
Seaham Contact Centre No 36 East Durham homes Interview room 1,N056,442784,549256
Seaham Contact Centre No 37 East Durham homes Interview room 2,N057,442785,549255
Seaham Contact Centre No 38 upper ground floor Interview room 7,N058,442780,549249
Seaham Contact Centre No 39 upper ground floor Interview room 8,N059,442780,549247
Seaham Contact Centre No 40 East Durham homes waiting area,N060,442766,549243
Seaham Contact Centre No 41 East Durham homes service area,N061,442768,549241
"Newton Aycliffe Leisure Centre, reception area",N062,427596,524961
"Spennymoor Leisure Centre, various locations, High Street",N063,425885,533836
Teesdale Leisure Centre - NOT IN USE,N064,405721,517358
"Shildon Sunnydale Leisure Centre, external areas",N065,423543,526605
Abbey Leisure Centre,N066,427334,545653
Freeman Quays Leisure Centre,N067,427438,542752
Trimdon Library,N068,436929,533870
Wingate Library,N069,440249,536842
Durham Clayport library and Access Point. Camera 1 library reception desk.,N070,427410,542656
Durham Clayport library and Access Point. Camera 2 main library area,N071,427420,542644
Durham Clayport library and Access Point. Camera 3 library basement .,N072,427424,542643
Durham Clayport library and Access Point. Camera 4 first floor corridor,N073,427412,542651
Durham Clayport library and Access Point. Camera 5 referance library,N074,427404,542640
Durham Clayport library and Access Point. Camera 6 CAP interview room 2,N075,427425,542637
Durham Clayport library and Access Point. Camera 7 CAP interview room 4,N076,427424,542635
Durham Clayport library and Access Point. Camera 8 CAP interview room 1,N077,427424,542633
Durham Clayport library and Access Point. Camera 9 CAP interview room 3,N078,427423,542631
Durham Clayport library and Access Point. Camera 10 CAP reception waiting area,N079,427421,542640
Durham Clayport library and Access Point. Camera 11 CAP public / office area,N080,427419,542642
Durham Clayport library and Access Point. Camera 12 office to library reception,N081,427406,542649
Durham Clayport library and Access Point. Camera 13 basement stairwell,N082,427406,542644
Consett Access Point - External cam 1 Front Street,N083,410900,550732
Consett Access Point - External 2 back door,N084,410912,550714
Consett Access Point camera 6 reception desk,N088,410895,550726
Consett Access Point camera 7 tele talk room,N089,410902,550722
Consett Access Point Camera 9 interview room 2,N091,410895,550722
Consett Access Point Camera 10 interview Room 3,N092,410893,550720
Consett Access Point Camera 11 rear lobby,N093,410902,550707
Consett Access Point Camera 12 interview room 4,N094,410892,550719
Comeleon Cam 01 Front of Data Centre,N096,419175,554483
Comeleon Cam 02 Rear Corridor Dc's,N097,419121,554513
Comeleon Cam 03 Front D/C's facing Canteen,N098,419106,554499
Comeleon Cam 04 Rear D/C corridor D/C 1 to 4,N099,419117,554478
"ComeleonCam 05 Entrance Lobby DC1 cam 1 static",N100,419142,554528
Comeleon Cam 06 Print Area Factory,N101,419146,554526
Comeleon Cam 07 Facing Wall,N102,419148,554524
Comeleon Cam 08 Ground floor rear lobby,N103,419151,554522
Comeleon Cam 09 passage of side staf door,N104,419144,554521
Comeleon Cam 10 Main Reception area,N105,419162,554510
Comeleon Cam 11 Top of main staircase,N106,419165,554503
Comeleon Cam 12 OUTSIDE,N107,419160,554504
Comeleon Cam 13 OUTSIDE LHS,N108,419161,554499
Comeleon Cam 14 OUTSIDE LHS,N109,419140,554507
Comeleon Cam 15 OUTSIDE RHS,N110,419140,554498
Comeleon Cam 16 OUTSIDE Rear Corner,N111,419117,554497
Comeleon Cam 17 OUTSIDE,N112,419119,554495
Comeleon Cam 18 OUTSIDE  Front of Site,N113,419121,554493
Comeleon Cam 19 OUTSIDE RHS,N114,419128,554485
Crook Civic Centre - ground floor external South main entrance  1,N115,416466,535643
Crook Civic Centre - ground floor external South main entrance 2,N116,416469,535645
Crook Civic Centre - ground floor external South main entrance  3,N117,416471,535647
Crook Civic Centre - ground floor lift foyer area  7,N118,416470,535641
Crook Civic Centre - ground floor lift foyer area 8,N119,416472,535642
Crook Civic Centre - ground floor main entrance 6/6,N120,416475,535644
Crook Civic Centre - ground floor behind reception 7/7,N121,416477,535645
Crook Civic Centre - ground floor main entrance  8/8,N122,416480,535646
Crook Civic Centre - ground floor open interview area 2/2,N123,416472,535637
Crook Civic Centre - ground floor library area 5/5,N124,416475,535639
Crook Civic Centre - Registrars Office 4,N125,416479,535640
Crook Civic Centre - Interview Rooms 1,N126,416481,535642
Crook Civic Centre - Interview Rooms  2,N127,416485,535644
Crook Civic Centre - Interview Rooms 3,N128,416489,535645
Crook Civic Centre - Interview Rooms 4,N129,416492,535646
Crook Civic Centre - Interview Rooms 1/1,N130,416495,535648
Crook Civic Centre - Interview Rooms  3/3,N131,416486,535611
Crook Civic Centre - Interview Rooms 4/4,N132,416489,535613
Crook Civic Centre - Interview Room 5,N133,416493,535616
Crook Civic Centre - Cash Office 6,N134,416495,535618
Crook Civic Centre - Staff double entrance doors 10,N135,416481,535622
Crook Civic Centre - Rear staff entrance area 9,N136,416482,535618
Crook Civic Centre - Safeguarding camera V1,N137,416485,535620
Crook Civic Centre - Safeguarding camera V2,N138,416489,535622
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 1",N147,434551,528770
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 2",N148,434551,528772
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 3",N149,434548,528773
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 4",N150,434544,528775
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 5",N151,434523,528776
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 6",N152,434507,528771
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 7",N153,434550,528766
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 8",N154,434544,528769
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 9",N155,434521,528780
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 10",N156,434505,528779
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 11",N157,434526,528776
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 12",N158,434561,528779
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 13",N159,434553,528779
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 14",N160,434505,528776
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 15",N161,434505,528773
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Camera 16",N162,434538,528776
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN -  Entrance - Camera 1",N163,434544,528766
"Hardwick Park Visitor Centre, Sedgefield , TS21 2DN - Entrance - Camera 2",N164,434546,528766
"Green lane, Spennymoor - cam 1",N165,427190,534167
"Green lane, Spennymoor - cam 2",N166,427179,534153
"Green lane, Spennymoor - cam 3",N167,427231,534161
"Green lane, Spennymoor - cam 4",N168,427207,534102
"Green lane, Spennymoor - cam 5",N169,427178,534127
"Green lane, Spennymoor - cam 6",N170,427177,534131
"Green lane, Spennymoor - cam 7",N171,427170,534160
"Green lane, Spennymoor - cam 8",N172,427206,534108
"Green lane, Spennymoor - cam 9",N173,427175,534137
"Green lane, Spennymoor - cam 10",N174,427180,534120
"Green lane, Spennymoor - cam  11",N175,427165,534121
Hackworth Road Depot Camera 1 - Gatehouse,N176,440768,542066
Hackworth Road Depot Camera 2 - Gatehouse,N177,440776,542073
Hackworth Road Depot Camera 3 - Building A S/E Corner,N178,440821,542023
Hackworth Road Depot Camera 4 - Builing A  N/W Corner,N179,440754,542040
Hackworth Road Depot Camera 5 - Staff Car Park,N180,440753,542019
"Meadowfield Industrial Estate, St. John's Road",N182,425191,539216
"Meadowfield Industrial Estate, St. John's Road",N183,425210,539236
"Meadowfield Industrial Estate, St. John's Road",N184,425244,539232
"Meadowfield Industrial Estate, St. John's Road",N185,425302,539227
"Meadowfield Industrial Estate, St. John's Road",N186,425421,539239
"Meadowfield Industrial Estate, St. John's Road",N187,425434,539404
"Meadowfield Industrial Estate, St. John's Road",N188,425323,539411
"Meadowfield Industrial Estate, St. John's Road",N189,425280,539295
"Meadowfield Industrial Estate, St. John's Road",N190,425300,539414
"Meadowfield Industrial Estate, St. John's Road",N191,425187,539397
"Meadowfield Industrial Estate, St. John's Road",N192,425207,539399
"Meadowfield Industrial Estate, St. John's Road",N193,425227,539265
"Meadowfield Industrial Estate, St. John's Road",N194,425257,539264
"Meadowfield Industrial Estate, St. John's Road",N195,425284,539260
"Meadowfield Industrial Estate, St. John's Road",N196,425269,539338
"Morriison Busty Depot, Annfield Plain, Camera 1",N197,417268,550674
"Morriison Busty Depot, Annfield Plain, Camera 2",N198,417310,550743
"Morriison Busty Depot, Annfield Plain, Camera 3",N199,417324,550675
"Morriison Busty Depot, Annfield Plain, Camera 4",N200,417297,550715
"Morriison Busty Depot, Annfield Plain, Camera 5",N201,417294,550718
"Morriison Busty Depot, Annfield Plain, Camera 6",N202,417296,550734
"Morriison Busty Depot, Annfield Plain, Camera 7",N203,417342,550760
"Morriison Busty Depot, Annfield Plain, Camera 8",N204,417337,550780
"Morriison Busty Depot, Annfield Plain, Camera 9",N205,417354,550765
"Morriison Busty Depot, Annfield Plain, Camera 10",N206,417360,550718
"Morriison Busty Depot, Annfield Plain, Camera 11",N207,417370,550687
"Morriison Busty Depot, Annfield Plain, Camera 12",N208,417431,550732
"Morriison Busty Depot, Annfield Plain, Camera 13",N209,417409,550836
"Morriison Busty Depot, Annfield Plain, Camera 14",N210,417361,550819
"Morriison Busty Depot, Annfield Plain, Camera 15",N211,417320,550814
"Morriison Busty Depot, Annfield Plain, Camera 16",N212,417290,550822
"Morriison Busty Depot, Annfield Plain, Camera 17",N213,417285,550807
"Morriison Busty Depot, Annfield Plain, Camera 18",N214,417297,550800
"Morriison Busty Depot, Annfield Plain, Camera 19",N215,417288,550780
"Morriison Busty Depot, Annfield Plain, Camera 20",N216,417307,550820
"Morriison Busty Depot, Annfield Plain, Camera  21",N217,417383,550836
"Morriison Busty Depot, Annfield Plain, Camera 22",N218,417419,550849
"Morriison Busty Depot, Annfield Plain, Camera 23",N219,417326,550779
"Meadowfield Industrial Estate, St John's Road",N181,425278,539318
"DLI Museum, Reception Area, Aykley Heads, Durham, DH1 5TU",N245,427050,543358
"DLI Museum, Cafe, Aykley Heads, Durham, DH1 5TU",N246,427021,543344
"DLI Museum, Ground Floor Lift Lobbey, Aykley Heads, Durham, DH1 5TU",N247,427043,543367
"DLI Museum, Middle Floor Lift Lobby, Aykley Heads, Durham, DH1 5TU",N248,427041,543363
"DLI Museum, Top Floor Lift Lobby, Aykley Heads, Durham, DH1 5TU",N249,427040,543360
"DLI Museum, Staircase in World War One Exhibition area, Aykley Heads, Durham, DH1 5TU",N250,427033,543361
"DLI Museum, Staff Entrance, Aykley Heads, Durham, DH1 5TU",N251,427046,543345
"DLI Museum, Medal Room, Aykley Heads, Durham, DH1 5TU",N252,427058,543360
"DLI Museum, Car Park camera 1, Aykley Heads, Durham, DH1 5TU",N253,427057,543345
"DLI Museum, Car Park camera 2, Aykley Heads, Durham, DH1 5TU",N254,427058,543348
"DLI Museum, Car Park camera 3, Aykley Heads, Durham, DH1 5TU",N255,427060,543352
"DLI Museum, Car Park camera 4, Aykley Heads, Durham, DH1 5TU",N256,427061,543356
"DLI Museum, Car Park camera 5, Aykley Heads, Durham, DH1 5TU",N257,427061,543344
"DLI Museum, Car Park camera 6, Aykley Heads, Durham, DH1 5TU",N258,427061,543347
"DLI Museum, World war two staircase area, Aykley Heads, Durham, DH1 5TU",N259,427026,543355
Town Hall - Main front doors - Internal Reception area,N260,427385,542571
Town Hall - Reception area pointed towards reception,N261,427382,542569
Town Hall - Top of stairs from reception 1st floor landing,N262,427375,542576
Town Hall - Crush hall above doors to main hall,N263,427373,542573
Town Hall - Lobby by war memorial,N264,427359,542580
Town Hall - Lower lobby underneath Guild Hall,N265,427360,542586
Stanley Front Street Camera 1 Public Waiting Area,N266,419459,552961
Stanley Front Street Camera 2 Public Waiting Area,N267,419460,552964
Stanley Front Street Camera 3 Lobby,N268,419458,552975
Stanley Front Street Camera 4 Registrars Room,N269,419464,552956
Stanley Front Street Camera 5 Outside rear door,N270,419473,552963
"Gala Theatre Millenium Place, Durham, DH1 1WA - Service yard, stage door 03000266610",N271,427435,542698
"Gala Theatre Millenium Place, Durham, DH1 1WA - Boiler House Stairs stage door 03000266610",N272,427457,542707
"Gala Theatre Millenium Place, Durham, DH1 1WA - Service yard towards loading bay, stage door 03000266610",N273,427463,542698
"Gala Theatre Millenium Place, Durham, DH1 1WA - Dock door &fire exit 1stage door 03000266610",N274,427467,542691
"Gala Theatre Millenium Place, Durham, DH1 1WA - Cinema Concession 1, stage door 03000266610",N275,427439,542685
"Gala Theatre Millenium Place, Durham, DH1 1WA - Cinema Concession 2, stage door 03000266610",N276,427443,542681
"Gala Theatre Millenium Place, Durham, DH1 1WA - Cinema Foyer, stage door 03000266610",N277,427435,542678
"Gala Theatre Millenium Place, Durham, DH1 1WA - Minus 1 ramp, stage door 03000266610",N278,427442,542695
"Gala Theatre Millenium Place, Durham, DH1 1WA - TIC, stage door 03000266610",N279,427452,542690
"Gala Theatre Millenium Place, Durham, DH1 1WA - Foyer, stage door 03000266610",N280,427428,542679
"Gala Theatre Millenium Place, Durham, DH1 1WA - Ground Floor WC Corridor,stage door 03000266610",N281,427447,542707
